patch r g b
j8 1945 2209 754
j9 1140 1112 867
j10 1116 1102 813
j11 1098 1079 739
j12 1090 1060 648
j13 2877 1068 571
j14 991 2792 841
j15 944 1915 3991
j16 3560 4763 3391
j17 1097 4702 3615
j18 3163 2264 3638
j19 3562 2783 750
j20 1395 1077 1114
j21 4361 3663 5596
j22 5305 5847 5357
k1 2660 4029 2231
k2 2291 4178 1813
k3 1978 4308 1555
k4 1846 4447 1462
k5 1630 2210 1349
k6 1462 2324 1169
k7 1331 2449 1027
k8 1123 2798 845
k9 1093 1126 861
k10 1032 1137 813
k11 996 1159 759
k12 914 1187 669
k13 3465 1174 568
k14 1043 3436 922
k15 1004 2458 5608
k16 4730 6525 4628
k17 1206 6057 4786
k18 4009 2918 5056
k19 4624 3387 834
k20 4397 4812 3993
k21 5237 5895 4346
k22 5090 5059 3122
l1 3006 5001 3286
l2 2546 5310 3108
l3 2197 5529 2931
l4 2106 5538 2850
l5 1686 2768 1690
l6 1425 3176 1618
l7 1239 3678 1542
l8 1119 4375 1518
l9 1069 1150 906
l10 1001 1185 891
l11 943 1216 863
l12 882 1237 831
l13 4125 1328 585
l14 1104 4036 1027
l15 1091 3088 7411
l16 5813 8294 6226
l17 1348 7480 6054
l18 5019 3745 6617
l19 5443 4111 998
l20 5629 7657 5429
l21 5171 7311 4976
l22 3812 6452 4385
gs0 835 698 576
gs1 881 768 633
gs2 927 829 685
gs3 971 891 726
gs4 1031 972 792
gs5 1111 1072 867
gs6 1183 1175 949
gs7 1276 1305 1048
gs8 1385 1457 1165
gs9 1495 1643 1289
gs10 1632 1848 1432
gs11 1766 2088 1573
gs12 1922 2314 1697
gs13 2129 2630 1851
gs14 2361 2978 2052
gs15 2678 3408 2355
gs16 3066 3996 2788
gs17 3475 4585 3243
gs18 3933 5258 3732
gs19 4484 6108 4344
gs20 4965 6911 4945
gs21 5180 7248 5233
gs22 5357 7515 5516
gs23 5674 7750 5670
