patch r g b
a1 2996 5159 4065
a2 2597 5533 4230
a3 2362 5818 4438
a4 2289 5779 4402
a5 1773 2948 2250
a6 1588 3259 2383
a7 1474 3677 2555
a8 1392 4282 2766
a9 1160 1369 1063
a10 1109 1409 1087
a11 1061 1474 1125
a12 1024 1521 1150
a13 929 918 710
a14 911 948 724
a15 896 907 707
a16 908 918 700
a17 902 914 703
a18 894 891 682
a19 925 908 666
a20 4132 6823 5492
a21 2369 5949 5152
a22 1832 5577 4999
b1 3127 5340 4477
b2 2799 5784 4972
b3 2544 6084 5320
b4 2464 6126 5384
b5 1750 3144 2739
b6 1618 3622 3382
b7 1537 4319 4178
b8 1486 5102 4806
b9 1161 1378 1106
b10 1102 1449 1195
b11 1056 1516 1290
b12 1019 1590 1394
b13 1002 938 714
b14 920 990 721
b15 904 956 802
b16 1017 1051 806
b17 927 1039 812
b18 998 969 793
b19 991 967 670
b20 3226 6463 5429
b21 1976 5793 5142
b22 1194 2063 1823
c1 2850 4534 4029
c2 2711 4964 4796
c3 2618 5337 5416
c4 2514 5243 5504
c5 1380 2067 1983
c6 1325 2553 3130
c7 1310 3154 4601
c8 1324 3495 5318
c9 1085 1264 1059
c10 1052 1343 1220
c11 1011 1415 1411
c12 987 1500 1609
c13 1093 955 709
c14 928 1049 718
c15 911 1011 924
c16 1125 1193 914
c17 947 1168 927
c18 1096 1043 913
c19 1100 1061 683
c20 4005 6790 5648
c21 1311 3054 3155
c22 1130 1672 1437
d1 3076 4556 4179
d2 3126 4868 4891
d3 3202 5135 5589
d4 3030 4977 5643
d5 1359 1746 1713
d6 1378 2088 2736
d7 1435 2582 4317
d8 1524 3024 5636
d9 1038 1134 958
d10 1031 1195 1125
d11 1023 1257 1320
d12 1043 1570 2326
d13 1200 975 705
d14 946 1135 722
d15 909 1060 1054
d16 1259 1393 1069
d17 965 1324 1052
d18 1208 1125 1041
d19 1219 1172 701
d20 1646 3916 4056
d21 1418 2076 1856
d22 1089 1486 1323
e1 3365 4543 4197
e2 3618 4840 5052
e3 3864 5038 5713
e4 3832 4963 5840
e5 1983 2523 2490
e6 2162 2819 3596
e7 2455 3169 4875
e8 2836 3494 5903
e9 1240 1350 1156
e10 1277 1404 1330
e11 1312 1460 1516
e12 1434 1673 2324
e13 1327 1001 706
e14 963 1238 727
e15 908 1117 1210
e16 1412 1631 1262
e17 997 1545 1239
e18 1336 1215 1207
e19 1371 1312 726
e20 1351 3998 5122
e21 1537 3515 4324
e22 1185 2217 2430
f1 4381 6043 5066
f2 4572 6117 5398
f3 4699 6135 5710
f4 4742 6069 5755
f5 2987 3203 2898
f6 3615 3277 3368
f7 4125 3419 3918
f8 4452 3660 4726
f9 1273 1317 1062
f10 1342 1321 1105
f11 1400 1322 1150
f12 1617 1307 1256
f13 1505 1037 706
f14 991 1390 752
f15 911 1197 1435
f16 1616 1955 1507
f17 1036 1840 1498
f18 1511 1344 1441
f19 1579 1480 737
f20 1319 1991 1917
f21 1130 1898 2070
f22 1067 1576 1562
g1 4099 4985 3998
g2 4418 4931 3969
g3 4544 4839 3983
g4 4564 4709 3901
g5 2627 2583 2081
g6 3280 2499 2020
g7 3940 2499 2039
g8 4266 2491 2031
g9 1297 1310 1026
g10 1375 1282 1012
g11 1461 1274 1010
g12 1767 1200 940
g13 1723 1073 706
g14 1031 1597 788
g15 916 1319 1766
g16 1882 2398 1852
g17 1083 2242 1837
g18 1731 1510 1775
g19 1868 1722 772
g20 1127 1631 1686
g21 1140 1880 2341
g22 1071 2521 4868
h1 4004 4868 3567
h2 4291 4669 3142
h3 4502 4520 2822
h4 4514 4270 2617
h5 2531 2527 1800
h6 3164 2378 1532
h7 3849 2301 1359
h8 4227 2226 1211
h9 1298 1297 973
h10 1360 1271 917
h11 1434 1226 855
h12 1717 1143 725
h13 2043 1127 712
h14 1073 1870 822
h15 927 1474 2212
h16 2289 3010 2348
h17 1144 2755 2311
h18 2054 1747 2261
h19 2321 2044 806
h20 1085 1485 1663
h21 1241 1478 1265
h22 1189 1620 2078
i1 3340 4001 2600
i2 3625 3729 2009
i3 3938 3531 1629
i4 4387 3257 1261
i5 1933 2243 1538
i6 2041 2147 1293
i7 2181 2099 1149
i8 2824 1920 861
i9 1243 1317 972
i10 1255 1294 910
i11 1272 1275 855
i12 1295 1203 732
i13 2455 1181 705
i14 1128 2209 861
i15 952 1687 2812
i16 2862 3895 3072
i17 1226 3422 2915
i18 2507 2059 2919
i19 2938 2483 872
i20 1117 1389 1645
i21 2220 2848 4145
i22 1423 1382 1504
j1 4007 5652 3631
j2 3993 5382 2813
j3 4132 5071 2130
j4 4515 4327 1311
j5 2053 2650 1776
j6 2029 2579 1485
j7 2031 2520 1246
j8 2064 2395 920
j9 1226 1322 962
j10 1209 1309 909
j11 1201 1293 842
j12 1181 1253 742
j13 2994 1270 717
j14 1200 2639 921
j15 988 2022 3764
j16 3619 5157 4123
j17 1338 4295 3823
j18 3098 2514 3900
j19 3623 2997 935
j20 1416 1269 1219
j21 3967 3854 5616
j22 4498 6047 5710
k1 2748 4263 2734
k2 2388 4294 2174
k3 2131 4331 1812
k4 2057 4449 1707
k5 1716 2373 1559
k6 1589 2442 1360
k7 1493 2514 1183
k8 1329 2710 955
k9 1185 1331 964
k10 1144 1337 909
k11 1108 1355 854
k12 1028 1346 746
k13 3488 1377 743
k14 1285 3165 1008
k15 1038 2372 4744
k16 4390 6605 5228
k17 1478 5292 4708
k18 3729 3077 5035
k19 4188 3698 1056
k20 4109 5250 4753
k21 4459 6141 5053
k22 4357 5489 3942
l1 3137 5355 3907
l2 2659 5472 3660
l3 2359 5552 3441
l4 2292 5489 3334
l5 1784 2870 1986
l6 1596 3135 1857
l7 1470 3496 1739
l8 1379 3949 1635
l9 1161 1340 987
l10 1112 1374 975
l11 1068 1410 960
l12 1003 1409 910
l13 3844 1520 775
l14 1391 3706 1112
l15 1102 2704 5535
l16 4838 7490 6063
l17 1636 6117 5318
l18 4240 3700 5946
l19 4493 4545 1245
l20 4708 7203 5691
l21 4521 6992 5418
l22 3875 6529 5024
gs0 878 841 624
gs1 941 926 691
gs2 989 984 745
gs3 1045 1057 805
gs4 1105 1139 870
gs5 1178 1240 952
gs6 1251 1348 1036
gs7 1340 1483 1141
gs8 1444 1628 1256
gs9 1557 1821 1397
gs10 1679 2020 1560
gs11 1826 2285 1764
gs12 1975 2502 1936
gs13 2175 2820 2195
gs14 2428 3196 2470
gs15 2736 3627 2862
gs16 3116 4221 3294
gs17 3531 4921 3868
gs18 3898 5602 4386
gs19 4215 6243 4896
gs20 4449 6777 5355
gs21 4518 6954 5538
gs22 4566 7081 5708
gs23 4618 7160 5746
