patch r g b
a1 3007 4174 3124
a2 2725 4750 3266
a3 2537 5264 3429
a4 2460 5282 3337
a5 1847 2362 1679
a6 1615 2647 1766
a7 1450 3103 1880
a8 1281 3785 1963
a9 1178 1063 750
a10 1116 1122 798
a11 1049 1169 822
a12 998 1211 840
a13 961 704 519
a14 943 726 526
a15 926 684 502
a16 929 687 489
a17 927 690 507
a18 925 676 490
a19 972 707 495
a20 4327 6489 5120
a21 2647 5691 4610
a22 1978 5466 4365
b1 3127 4369 3575
b2 2919 5031 4211
b3 2737 5577 4623
b4 2653 5702 4704
b5 1843 2551 2101
b6 1684 3007 2584
b7 1539 3720 3241
b8 1411 4679 3867
b9 1181 1081 793
b10 1116 1164 899
b11 1047 1222 975
b12 1002 1281 1054
b13 1048 721 519
b14 949 760 528
b15 933 727 587
b16 1049 803 573
b17 943 794 585
b18 1036 730 564
b19 1053 767 509
b20 3392 6081 5086
b21 2152 5649 4517
b22 1214 1661 1394
c1 2868 3671 3189
c2 2798 4147 4010
c3 2764 4608 4905
c4 2671 4531 4973
c5 1427 1663 1499
c6 1357 2054 2438
c7 1322 2617 3902
c8 1337 3045 5042
c9 1103 980 758
c10 1053 1059 911
c11 1010 1137 1089
c12 984 1208 1244
c13 1164 746 528
c14 956 820 532
c15 936 774 678
c16 1174 936 672
c17 953 905 671
c18 1149 793 652
c19 1182 852 521
c20 4092 6327 5352
c21 1326 2481 2455
c22 1150 1335 1084
d1 3050 3648 3315
d2 3118 3974 4166
d3 3191 4313 5195
d4 3045 4176 5242
d5 1410 1396 1271
d6 1432 1666 2083
d7 1532 2134 3562
d8 1655 2727 5460
d9 1057 872 683
d10 1039 923 828
d11 1038 996 1015
d12 1061 1261 1845
d13 1298 773 533
d14 975 915 550
d15 938 832 800
d16 1325 1111 795
d17 959 1040 767
d18 1278 867 760
d19 1324 951 533
d20 1753 3331 3273
d21 1482 1651 1407
d22 1111 1191 998
e1 3264 3587 3319
e2 3513 3883 4340
e3 3736 4167 5451
e4 3679 4069 5531
e5 2048 2016 1922
e6 2247 2286 2879
e7 2530 2686 4271
e8 2830 3160 5909
e9 1294 1074 852
e10 1331 1123 1006
e11 1380 1184 1194
e12 1531 1371 1864
e13 1453 805 533
e14 995 1024 564
e15 940 896 957
e16 1501 1335 964
e17 981 1234 917
e18 1424 966 918
e19 1483 1071 544
e20 1376 3596 4924
e21 1647 2931 3593
e22 1214 1803 1893
f1 4587 4974 4290
f2 5104 5055 4804
f3 5445 5063 5301
f4 5485 4909 5292
f5 2833 2512 2269
f6 3369 2545 2670
f7 4044 2658 3140
f8 4759 2846 3840
f9 1333 1052 793
f10 1410 1060 830
f11 1482 1061 868
f12 1706 1063 968
f13 1631 842 535
f14 1005 1141 567
f15 945 973 1155
f16 1720 1602 1179
f17 1010 1485 1130
f18 1606 1092 1120
f19 1705 1227 570
f20 1383 1631 1512
f21 1163 1563 1629
f22 1097 1287 1198
g1 4084 3862 3097
g2 4710 3749 3065
g3 5115 3570 2974
g4 5135 3481 2963
g5 2507 2023 1583
g6 2968 1953 1553
g7 3568 1896 1516
g8 4250 1872 1459
g9 1351 1035 751
g10 1446 1018 748
g11 1539 1002 727
g12 1844 975 716
g13 1823 884 539
g14 1027 1302 589
g15 945 1071 1423
g16 1984 1969 1481
g17 1050 1834 1419
g18 1818 1252 1411
g19 1958 1413 597
g20 1176 1350 1331
g21 1192 1563 1870
g22 1131 2209 4429
h1 3916 3751 2707
h2 4431 3504 2361
h3 4906 3287 2038
h4 4963 3052 1868
h5 2421 1985 1364
h6 2842 1835 1152
h7 3434 1730 978
h8 4184 1665 825
h9 1353 1024 705
h10 1431 1003 667
h11 1517 967 618
h12 1797 924 537
h13 2060 943 554
h14 1062 1512 616
h15 953 1197 1778
h16 2350 2457 1890
h17 1099 2275 1774
h18 2082 1458 1814
h19 2279 1616 621
h20 1132 1230 1328
h21 1328 1221 975
h22 1262 1320 1629
i1 3133 3093 1942
i2 3341 2822 1478
i3 3699 2605 1172
i4 4595 2276 835
i5 1952 1764 1144
i6 2040 1692 965
i7 2121 1633 845
i8 2545 1471 606
i9 1282 1026 694
i10 1311 1021 662
i11 1332 1007 622
i12 1380 961 542
i13 2322 997 554
i14 1094 1774 649
i15 977 1380 2310
i16 2865 3151 2429
i17 1189 2956 2294
i18 2434 1737 2409
i19 2744 1900 658
i20 1180 1146 1322
i21 2393 2460 3639
i22 1541 1140 1158
j1 3937 4524 2756
j2 3875 4222 2103
j3 3992 3837 1555
j4 4812 2957 858
j5 2064 2084 1323
j6 2030 2013 1098
j7 2030 1956 928
j8 2059 1819 661
j9 1251 1025 684
j10 1248 1034 661
j11 1239 1019 613
j12 1230 998 549
j13 2657 1067 562
j14 1142 2111 692
j15 1033 1699 3208
j16 3608 4168 3302
j17 1302 3904 3003
j18 2921 2131 3347
